,Sample Size,Variance,Sum of Eigenvalues,Sum of Square Root of Eigenvalues
248,100000,"[166.83398384303482, 1242.220898983299, 1237.8443770046658]",2646.9257290882915,68.86631441974356
249,100000,"[1576.4801371820852, 525.7714889838637, 522.6611380572501]",2624.9390136133375,68.62445546472733
250,1000000,"[2295.8135656773566, 174.47836288823206, 175.32271188966797]",2645.617286072534,68.83442973905082
251,1000000,"[1938.5198392397726, 351.75556710273946, 351.4808449712558]",2641.7588930726583,68.79014924808754
252,1000000,"[395.7998648289952, 1124.9586393607271, 1126.893631051619]",2647.654782896127,68.8543480818936
253,1000000,"[156.54417259813536, 1241.5750466310683, 1240.5591121184664]",2638.6809700286335,68.75984086439433
254,1000000,"[2313.2488200066864, 165.83221756733658, 165.7825018822159]",2644.8661843224245,68.82943799914916
255,1000000,"[92.62415468349917, 1275.6582871791145, 1276.074346110708]",2644.359432332745,68.81816215325436
256,1000000,"[94.7831423982739, 1278.4447512352967, 1275.4660686392433]",2648.6966109694304,68.84602345130577
257,1000000,"[125.82994593145246, 1258.3647047608506, 1258.2232220692783]",2642.420515182092,68.79298612320977
258,1000000,"[592.0800710694455, 1022.9762795486342, 1023.5902381304669]",2638.649227397772,68.75012789925265
259,1000000,"[2391.0531255001456, 128.44650494408447, 128.23700792512867]",2647.739286108643,68.84633789876209
260,1000000,"[1412.3873581512933, 616.7510667674162, 615.4432795400805]",2644.5843490431316,68.81321097632996
261,1000000,"[2455.982038843842, 93.88778122199477, 94.05474896371607]",2643.92721295676,68.81317411043092
262,1000000,"[131.50259428808891, 1258.6158616972336, 1255.2685307138634]",2645.3896320888107,68.80857749888453
263,1000000,"[158.99279580700028, 1241.806438089144, 1241.6546895348135]",2642.4565658875235,68.79712963726212
264,1000000,"[1281.2720668171457, 684.3055429108056, 684.044856212871]",2649.6251155659256,68.87051666880856
265,1000000,"[125.93242491814142, 1257.0695108012465, 1258.9903039883443]",2641.994881702608,68.79085678035463
266,1000000,"[358.81731435744626, 1144.121542835458, 1144.152306619968]",2647.09381090668,68.84046166786543
267,1000000,"[2455.8097767581185, 94.30030696249767, 94.23728497981222]",2644.3500130504417,68.82149340107934
268,1000000,"[1260.6675088179525, 693.0280671252887, 693.0534088820194]",2646.7516315768953,68.82936664450945
269,1000000,"[816.1400011239818, 915.8499465765748, 915.621641639658]",2647.6142369544464,68.844343358147
270,1000000,"[141.05812963988757, 1251.2364511271835, 1251.3742318475374]",2643.6714562860684,68.81946687921663
