mi,noise,sqrt_total_var,variances,mean
0.015625,[655.9142589571451, 5453.650497974275, 832.8798001306606, 15012.046649547825, 2108.6708828492565, 8355.103284503253],30.56458224935033,[2.284785554838493, 0.36135997766431405, 73.60093142911984, 0.3055412053891643, 258.38297512099007, 10.534876664782063],[-5.955431657292952, 6.874306376089463, -34.40541618393687, -3.5218084720531837, -63.973293587011746, -10.000880310919422]
0.03125,[325.911156241896, 2794.462889594916, 424.7664045056593, 7192.200085796005, 732.0908434005158, 4212.683920151935],30.72787543413927,[7.249627950130852, 0.2752176766897524, 65.25177935835558, 0.3072983364343006, 238.1757344741725, 11.872191901255265],[-13.887818913078123, 6.805519049918414, -33.917684110547306, 4.498007695630124, 57.10366371920451, -27.903067552309892]
0.0625,[164.17270576844743, 1271.0182317480135, 162.36322429770422, 3376.33938671678, 395.02129072867655, 1875.3639523381396],29.221491688420155,[3.0706719469190933, 0.3540545786222949, 64.03569148622947, 0.29397104746165936, 228.1991876865728, 10.390623300520364],[8.25851726952169, -7.039236177224438, 35.43548339684577, 3.3286467103512334, -64.12391010683405, -9.91670858185964]
0.125,[84.0846514385467, 671.7524507541636, 91.02484530268411, 1785.4202642600728, 260.95218084418394, 1001.48899417172],30.207302330677997,[4.037239585711487, 0.30770637385604255, 68.9549438776141, 0.31373281288335847, 239.03968592796102, 11.011532214697066],[11.18492881759525, 4.609254287222551, -34.634512215251895, -3.649979881719843, 58.094589049047244, -28.071499998964512]
0.25,[40.22579637524551, 344.0990651513202, 44.3477934497404, 950.2899516080521, 64.26148758683267, 543.1908336365632],30.76556418537076,[2.624303615745006, 0.2878455416678164, 74.8010446525493, 0.30213198712151, 261.1882094172903, 10.558198615188292],[6.863253276607569, -6.479313520388847, -33.94470254297116, 4.823630874154461, -58.27162210634279, 28.30020581642212]
0.5,[18.712918944632037, 162.97063223212726, 23.191940766893477, 435.80260490039274, 66.71224843034481, 239.57645802721433],29.466602853772855,[2.128325652707257, 0.21611296306307617, 66.40461767719539, 0.296654755480623, 241.60335972436928, 10.927563856710432],[-6.339209195545615, -4.699788003311462, -34.90493602609905, -3.23255028228536, -58.875566028566084, 28.143097559786924]
1.0,[8.769814306685458, 82.66035156952294, 9.132847139879953, 219.7758278806999, 32.97755772321949, 127.32746667421301],30.044164612344236,[3.9027048260917883, 0.2533879641577585, 71.08705830022708, 0.26562523976253344, 235.46819655029367, 10.716365229826152],[9.944792731272416, -6.378733992148404, -34.59536298800442, -3.021549436825171, 64.16951570300664, 10.103343439125194]
2.0,[4.906997797446576, 42.32175868829393, 5.519843547552021, 110.78398291578635, 11.242984251053391, 63.79421175825711],30.476147878653023,[8.068597160797017, 0.2969571034632461, 63.03242715553576, 0.31752737878326576, 232.66964597476607, 11.11807602887298],[-15.752642074805422, -3.9542792242545604, -33.27954191972494, -3.5784415038811437, 58.04682193838648, -27.907993852544625]
4.0,[2.4531073254929305, 21.271456332546755, 3.0792863727267763, 55.38599076055337, 15.779532643640518, 28.643143501725184],30.655798696199373,[8.436936064053011, 0.5185183978748942, 63.84726993226253, 0.3136745618907098, 229.362038066096, 11.127945293622888],[14.366580132547, -8.16263075015275, -32.210196139806406, 4.882659686801321, -58.59436455567218, 28.240393935181192]
0.015625,[688.6888233345022, 5417.493893290783, 780.9708866346979, 14384.391697694651, 1788.8634457972344, 8149.368328541938],30.196815731933704,[3.4204429245624746, 0.29017332159095655, 68.698452810924, 0.29609538748602937, 244.98708831266447, 11.049185779095557],[-9.102152053507128, 6.506665241514779, 33.899371823301756, 3.289896610325607, 64.19229956104189, 9.97859861280842]
0.03125,[348.48710746880835, 2661.6636353983995, 349.52511445609247, 6863.958565683419, 866.7346759612564, 3995.3857850382196],29.80233022442714,[3.6234980076616075, 0.2712901608464299, 69.54072960403354, 0.2965951526180246, 227.6045207589602, 11.612042446097334],[10.07570378255484, 4.454633128743698, -34.811178667710934, -3.377801734522212, 58.73704373526497, -28.030826192007133]
0.0625,[186.1492238613512, 1234.1512303303748, 166.2239540511039, 3247.384941404821, 168.10977623442733, 2025.1678862152046],29.029435907825185,[2.344662944167887, 0.276667701520049, 72.70024002836453, 0.3047511822511511, 215.5479982899995, 10.31806994061359],[7.5954205810588675, 4.897276080281573, -35.8630440423498, -3.2436803183355916, 59.25931831323561, -28.24523913386409]
0.125,[82.09323534738104, 683.8505441751735, 104.83264280708998, 1852.0715602922778, 265.4707185039397, 999.8942307751349],30.330263257027667,[2.250997236848312, 0.38665491511817346, 69.75137132051921, 0.29173798969716264, 254.8114317686351, 11.24559091671065],[-7.147655331501926, -5.676888522427311, -35.60763330468133, 4.716910841450902, 63.257174597341596, 10.368753312362003]
