mi,count_order
0.001248318631131131,9.23024702214316
0.001248318631131131,2.9568521074879026
0.001248318631131131,33.38087635700246
0.001248318631131131,6.094501192732522
0.001248318631131131,4.313001581734892
0.001248318631131131,12.83792940541433
0.001248318631131131,3.4986745946917095
0.001248318631131131,3.6645868898087497
0.001248318631131131,0.22976996025277469
0.001248318631131131,2.6157942041509274
0.001248318631131131,17.054772243979976
0.001248318631131131,5.690112709962329
0.001248318631131131,6.923596452766621
0.001248318631131131,12.82857169322025
0.001248318631131131,11.990672896367041
0.001248318631131131,14.310022403043082
0.001248318631131131,2.4914091211619507
0.001248318631131131,2.263954800072325
0.001248318631131131,11.42825606382825
0.001248318631131131,7.815580920838643
0.001248318631131131,0.003655716923773382
0.001248318631131131,2.2540048384451956
0.001248318631131131,22.535267682545896
0.001248318631131131,18.130703061702174
0.001248318631131131,8.4016034371546
0.001248318631131131,3.546961546542992
0.001248318631131131,1.2580049409136091
0.001248318631131131,9.303733023158165
0.001248318631131131,2.1688448613578712
0.001248318631131131,7.372261008242091
0.001248318631131131,73.48776959308103
0.001248318631131131,6.9121209668277395
0.001248318631131131,8.219829539582975
0.001248318631131131,0.5950464288280253
0.001248318631131131,7.013367557574665
0.001248318631131131,4.082146260429166
0.001248318631131131,24.7585341669651
0.001248318631131131,26.96816504552162
0.001248318631131131,1.81522174758665
0.001248318631131131,5.703396630378777
0.001248318631131131,57.50129395543327
0.001248318631131131,20.807115109466196
0.001248318631131131,14.322147850447003
0.001248318631131131,1.8609790324807014
0.001248318631131131,0.9620765772617885
0.001248318631131131,32.394330774156934
0.001248318631131131,25.29746075455167
0.001248318631131131,7.9464299135494905
0.001248318631131131,11.903257739299331
0.001248318631131131,25.806512840343448
0.001248318631131131,0.5941660503278711
0.001248318631131131,1.4597432251115408
0.001248318631131131,4.1764888941225715
0.001248318631131131,5.283061225021262
0.001248318631131131,18.719123663113365
0.001248318631131131,9.373964936024798
0.001248318631131131,0.9075767475809009
0.001248318631131131,6.568099296582741
0.001248318631131131,2.7435329745950807
0.001248318631131131,3.788004686372983
0.001248318631131131,15.603573459041101
0.001248318631131131,4.31017813833492
0.001248318631131131,15.607606650476052
0.001248318631131131,33.365324160900606
0.001248318631131131,4.89183184517416
0.001248318631131131,1.9417089986685263
0.001248318631131131,3.1466247623522317
0.001248318631131131,5.966635224645817
0.001248318631131131,6.1995194172775285
0.001248318631131131,7.6770214660519756
0.001248318631131131,6.000161316584731
0.001248318631131131,26.943203760904225
0.001248318631131131,2.179090653022591
0.001248318631131131,25.883583514299907
0.001248318631131131,4.170092582903651
0.001248318631131131,6.801665987570526
0.001248318631131131,8.321766673763548
0.001248318631131131,84.51753124245423
0.001248318631131131,5.812760592464908
0.001248318631131131,6.419447152864974
0.001248318631131131,18.071310090359976
0.001248318631131131,9.898065571043922
0.001248318631131131,7.058047023822101
