,mi,absolute error count_order,relative error count_order
0,0.0012483186311311,1.8430998453532084,0.048953515148823595
1,0.0012483186311311,1.2778283829120483,0.03393966488478216
2,0.0012483186311311,4.2038964314770055,0.11165727573644105
3,0.0012483186311311,5.583990610180081,0.1483131636170008
4,0.0012483186311311,32.65160820919618,0.8672405898856888
5,0.0012483186311311,12.025679057944217,0.3194071462933391
6,0.0012483186311311,4.973143992724999,0.13208881786786186
7,0.0012483186311311,4.929911355263812,0.13094054064445715
8,0.0012483186311311,8.106239458434175,0.21530516489865004
9,0.0012483186311311,6.616291317699051,0.17573150910223245
10,0.0012483186311311,32.4937543723986,0.8630479248977051
11,0.0012483186311311,8.93527617187192,0.2373247323206353
12,0.0012483186311311,0.03085592079014532,0.0008195463689281624
13,0.0012483186311311,13.02670847920308,0.3459949131262438
14,0.0012483186311311,17.345174935462182,0.4606952174093541
15,0.0012483186311311,28.793501245560037,0.7647676293641444
16,0.0012483186311311,10.650116904404967,0.2828716309270908
17,0.0012483186311311,4.30929574017091,0.11445672616655803
18,0.0012483186311311,0.6449738809583323,0.017130780370739236
19,0.0012483186311311,1.2642388207309523,0.0335787203381395
20,0.0012483186311311,26.123735091896833,0.693857505760872
21,0.0012483186311311,28.707585090664907,0.7624856597786164
22,0.0012483186311311,6.224954062060078,0.16533742528712028
23,0.0012483186311311,15.317512619946228,0.40683964462008576
24,0.0012483186311311,8.105066852963319,0.21527401999902573
25,0.0012483186311311,11.071127405699372,0.2940538487569554
26,0.0012483186311311,11.350937360397893,0.30148572006368907
27,0.0012483186311311,9.3080776882407,0.24722649902365737
28,0.0012483186311311,61.78477423595541,1.6410298601847388
29,0.0012483186311311,2.1335814708540966,0.056668830567173874
30,0.0012483186311311,0.32040604064559375,0.008510120601476594
31,0.0012483186311311,5.269079100114141,0.13994898008271292
32,0.0012483186311311,6.805557048232913,0.18075848733686356
33,0.0012483186311311,0.9300437215824786,0.024702356482934357
34,0.0012483186311311,0.7464298750142007,0.019825494688292183
35,0.0012483186311311,8.004011770432953,0.21258995406196424
36,0.0012483186311311,3.920952962841511,0.10414217696790203
37,0.0012483186311311,1.9847167698048906,0.05271492084475141
38,0.0012483186311311,7.122048057283791,0.18916462303542608
39,0.0012483186311311,9.218465168931289,0.24484635242845387
40,0.0012483186311311,7.717991780934881,0.2049931415918959
41,0.0012483186311311,3.9974732313617096,0.10617458781837211
42,0.0012483186311311,1.2070931603257122,0.03206090731276792
43,0.0012483186311311,11.339564325478477,0.30118364742306714
44,0.0012483186311311,13.07184553231491,0.347193772438643
45,0.0012483186311311,44.2670559548701,1.175751818190441
46,0.0012483186311311,1.6295981125817889,0.04328281839526664
47,0.0012483186311311,3.0709939030361966,0.08156690313509155
48,0.0012483186311311,9.286540495686495,0.24665446203682592
49,0.0012483186311311,0.5128790492449298,0.013622285504513406
50,0.0012483186311311,42.98417545057282,1.141677966814683
51,0.0012483186311311,20.556821372827017,0.5459979116288716
52,0.0012483186311311,6.455920084165882,0.17147198098714161
53,0.0012483186311311,9.23277896124955,0.24522653283531345
54,0.0012483186311311,5.640881042377714,0.14982419767271485
55,0.0012483186311311,4.542381905515867,0.1206475937720018
56,0.0012483186311311,1.6543620192414892,0.043940558279986434
57,0.0012483186311311,2.3082971900912526,0.061309354318492756
58,0.0012483186311311,1.0244373131649809,0.027209490389508123
59,0.0012483186311311,5.320265482043851,0.14130851213927892
60,0.0012483186311311,24.809560126170254,0.6589524601904451
61,0.0012483186311311,18.34405475715903,0.48722588996438326
62,0.0012483186311311,11.976635096979862,0.3181045178480707
63,0.0012483186311311,1.9968293495958278,0.05303663611144297
64,0.0012483186311311,8.456498845505848,0.2246082030678844
65,0.0012483186311311,15.049342331327807,0.3997169277909112
66,0.0012483186311311,4.976160020622956,0.13216892485054332
67,0.0012483186311311,2.5322006294081802,0.06725632481827837
68,0.0012483186311311,4.658341583658512,0.1237275321024837
69,0.0012483186311311,0.16109060200415115,0.0042786348473878135
70,0.0012483186311311,2.9800398229654093,0.07915112411594713
71,0.0012483186311311,8.410023326619012,0.2233737935356975
72,0.0012483186311311,4.198555958082579,0.1115154304935612
73,0.0012483186311311,12.792725493752187,0.3397802255976677
74,0.0012483186311311,9.090273880744917,0.2414415373371824
75,0.0012483186311311,3.428631076863894,0.09106589845588033
76,0.0012483186311311,4.203121049593847,0.11163668126411279
77,0.0012483186311311,0.8299991519597825,0.022045130198134994
78,0.0012483186311311,1.0183700735342427,0.027048341926540313
79,0.0012483186311311,1.1810812730982434,0.031370020533817884
80,0.0012483186311311,7.634920606708874,0.20278673590196214
81,0.0012483186311311,1.5011086287800026,0.039870083101726496
82,0.0012483186311311,26.317580476390958,0.6990061215508886
83,0.0012483186311311,4.688059146995329,0.12451684321368735
84,0.0012483186311311,1.6631812516593527,0.04417480084088586
85,0.0012483186311311,0.21366919792171757,0.005675144699116005
86,0.0012483186311311,4.04606274418984,0.107465145928017
87,0.0012483186311311,0.9302455392139564,0.0247077168449922
88,0.0012483186311311,6.408013700027823,0.17019956706581202
89,0.0012483186311311,25.97705693752141,0.689961671647315
90,0.0012483186311311,10.243345902147212,0.27206762024295383
91,0.0012483186311311,3.2522546404261448,0.08638126534996401
92,0.0012483186311311,7.787831970467323,0.2068481267056394
93,0.0012483186311311,60.86541627381757,1.616611322013747
94,0.0012483186311311,13.726319648522804,0.36457688309489517
95,0.0012483186311311,21.72157149473105,0.5769341698467743
96,0.0012483186311311,43.513671101523414,1.155741596322003
97,0.0012483186311311,2.1160679297518072,0.05620366347282357
