mi,count_order
0.001248318631131131,3766.3039682756566
0.001248318631131131,3764.815165653711
0.001248318631131131,3772.262834773447
0.001248318631131131,3771.266811744764
0.001248318631131131,3775.6203737642977
0.001248318631131131,3763.1908012907516
0.001248318631131131,3762.4561639018348
0.001248318631131131,3754.8025713638103
0.001248318631131131,3770.2572155950934
0.001248318631131131,3765.3716499486563
0.001248318631131131,3780.639099807442
0.001248318631131131,3763.589280854217
0.001248318631131131,3758.311215553886
0.001248318631131131,3758.854320040837
0.001248318631131131,3761.755592754507
0.001248318631131131,3739.4194862618974
0.001248318631131131,3760.2080753202904
0.001248318631131131,3756.946660515719
0.001248318631131131,3762.117676615885
0.001248318631131131,3762.203220750028
0.001248318631131131,3752.257236292023
0.001248318631131131,3759.6601697311557
0.001248318631131131,3775.3845122974053
0.001248318631131131,3764.741136667453
0.001248318631131131,3768.155107626962
0.001248318631131131,3730.1959051365266
0.001248318631131131,3756.1889513112355
0.001248318631131131,3776.382861092794
0.001248318631131131,3759.9744583854563
0.001248318631131131,3788.90108306177
0.001248318631131131,3766.280056536062
0.001248318631131131,3758.490483340095
0.001248318631131131,3770.086865109727
0.001248318631131131,3762.854812996785
0.001248318631131131,3764.3834207286714
0.001248318631131131,3811.059481044165
0.001248318631131131,3759.8219539146794
0.001248318631131131,3763.8612130741235
0.001248318631131131,3763.9766321506904
0.001248318631131131,3772.778552735103
0.001248318631131131,3764.740470968682
0.001248318631131131,3761.115843869331
0.001248318631131131,3773.7000122905542
0.001248318631131131,3760.2765682225863
0.001248318631131131,3739.164616324906
0.001248318631131131,3759.9325799379994
0.001248318631131131,3764.8696453752996
0.001248318631131131,3765.5599157510533
0.001248318631131131,3764.034601551265
0.001248318631131131,3767.5797338228595
0.001248318631131131,3761.684488573554
0.001248318631131131,3754.3617587074073
0.001248318631131131,3776.297484969419
0.001248318631131131,3774.7969224628223
0.001248318631131131,3766.1114567375866
0.001248318631131131,3762.9420684447427
0.001248318631131131,3784.4485244292855
0.001248318631131131,3759.998998256735
0.001248318631131131,3759.865552637759
0.001248318631131131,3773.120701954061
0.001248318631131131,3768.875366517262
0.001248318631131131,3799.570322091345
0.001248318631131131,3784.308336181195
0.001248318631131131,3755.2003883738676
0.001248318631131131,3765.73910446265
0.001248318631131131,3774.1710109695323
0.001248318631131131,3764.060660079213
0.001248318631131131,3794.340751371526
0.001248318631131131,3775.67454629929
0.001248318631131131,3787.76539512231
0.001248318631131131,3776.0931075591766
0.001248318631131131,3763.4253234466437
0.001248318631131131,3784.527590024454
0.001248318631131131,3772.822043233618
0.001248318631131131,3775.7392852276703
0.001248318631131131,3762.7161220321627
0.001248318631131131,3736.3334375149902
0.001248318631131131,3762.0321577184636
0.001248318631131131,3763.066366391485
0.001248318631131131,3780.4605393885813
0.001248318631131131,3736.4134616565243
0.001248318631131131,3762.9878382793368
0.001248318631131131,3767.617354111165
0.001248318631131131,3744.16319302721
0.001248318631131131,3772.8168765969276
0.001248318631131131,3775.498754801741
0.001248318631131131,3766.494945510085
0.001248318631131131,3772.68732090271
0.001248318631131131,3763.7311094158617
0.001248318631131131,3759.8276938286413
0.001248318631131131,3769.971548262194
0.001248318631131131,3785.3325814898935
0.001248318631131131,3759.9244512537816
0.001248318631131131,3770.874357190429
0.001248318631131131,3765.0677923874796
0.001248318631131131,3758.0298987468436
0.001248318631131131,3755.1031454211975
0.001248318631131131,3763.646886501599
0.001248318631131131,3773.3190682679965
0.001248318631131131,3766.8206627795935
0.015625,3768.0123392413084
0.015625,3767.9695548638356
0.015625,3768.7187297721807
0.015625,3761.475262512767
0.015625,3768.3692129067967
0.015625,3765.084069339312
