0.00390625,0.0078125,0.015625,0.0625,0.25,1.0,2.0,4.0,16.0
2598.420760714935,1961.56858801145,2155.3799324086235,2422.2786226985195,2317.1206046661164,2390.505059358632,2385.0202023697807,2376.180367688629,2376.4280509777077
2116.923464359625,2714.6041661105223,2312.6313877477364,2466.212349848971,2376.875361088347,2380.9134188915395,2368.6102782172757,2378.2890123531383,2371.7870865105438
2228.4594532134975,2357.070288272785,2350.085032867039,2382.9567683366804,2365.2672029115874,2376.4630355501713,2376.849825772867,2374.7876894126607,2373.930844454576
2875.046900782281,2282.331475052112,2375.47636497773,2375.7526812018027,2394.3319386851754,2378.594794142303,2369.4590735784354,2380.146510786614,2380.518593009862
2520.0454970618634,1793.142325077283,2432.6726968384382,2452.019967484913,2392.513221250319,2370.7963476473938,2375.906908168154,2371.91855414574,2376.7551665406677
1996.2834859890495,2261.2265432832173,2715.1250872713163,2351.698157396787,2412.5392395816575,2375.4593990958933,2376.823264583198,2374.8975186526577,2375.454001200662
2481.767521642189,2445.0446163521246,2352.327445428506,2412.205806152415,2345.5506471056715,2378.2595415613455,2378.92687920984,2375.853946148692,2364.711556736125
2343.689084459205,2358.449899598306,2256.646005039237,2398.716903503801,2363.022694828807,2359.4660714542315,2372.771666023331,2373.847689870487,2377.15012441269
2181.105096457825,2394.1581489117098,2462.5409900767536,2311.847560581367,2386.980555400775,2377.000853210294,2369.0964750992343,2367.4652388325667,2377.218636782094
1632.263845921296,2545.9537819101333,2297.075452143016,2379.645678316222,2374.987110307308,2375.3130323684104,2373.662681573903,2376.899154712694,2382.1987357995936
2131.5855308830915,2579.0778263548204,2416.142478049976,2339.6254857046,2391.709022789782,2367.6120661265354,2372.281039587081,2377.7221826065343,2376.64395213303
2576.97907432111,2306.5671089013695,2346.352579578247,2399.2156769801923,2404.1933076325886,2375.3546426575367,2375.501803509456,2380.8235224932105,2373.9518135411536
2900.4532392073465,2347.553949825015,2471.7959025174555,2274.5838988554733,2364.948051499063,2376.686432276837,2377.0060206676976,2373.8009815983223,2376.4419663079625
2532.478981239318,2603.8752089239583,2085.4331385124583,2434.3357533564745,2357.8832934535617,2371.5742278383227,2375.4019715355134,2375.141819610146,2373.6421799276295
2686.9006612764038,2235.8495975457363,2541.7975550014194,2249.7958765443695,2393.273933055587,2382.8778607712,2375.499410139392,2371.9883956987073,2377.674584469025
2464.1708337226055,2474.84587873478,2270.9564077926907,2384.125112520065,2489.0396909995798,2376.4103834595794,2373.1876066291115,2376.451046709806,2377.5871699545773
2429.410479948273,2367.8104744045813,2360.137856351818,2320.8958165448207,2286.160008881834,2373.74661820907,2376.3741900541813,2372.4605409973897,2370.2933573538016
2264.911551898311,2406.6933479460517,2382.9261238648833,2341.804024550396,2379.142273807234,2378.707093846109,2376.27504980371,2379.2654973049616,2371.2698087846125
2152.763895817778,2533.4744109618246,2493.0372530199115,2268.426312020718,2374.1207301262384,2375.342907175102,2373.4978551487593,2366.40664169653,2376.108335478536
2894.155178218935,2365.4148024785854,2536.3092877110603,2404.1923801058856,2324.3995602145224,2374.185498125399,2372.383383691144,2377.3462067479013,2367.1105931524976
2162.429012881671,2624.1720391099975,2393.9811371654896,2391.7291795486394,2373.3772779495607,2372.9521802672184,2377.6628795364445,2378.3848329216557,2375.5252296750955
2454.390939059241,2230.6382822602254,2421.2260333493473,2386.371160668203,2366.498645045736,2380.145876318772,2371.7843404891323,2368.7598320172197,2368.0592609054706
